^PLATFORM = GPL14
!Platform_title = ce_rosetta
!Platform_geo_accession = GPL14
!Platform_status = Public on Jul 24 2001
!Platform_submission_date = Jul 24 2001
!Platform_last_update_date = May 26 2005
!Platform_technology = spotted DNA/cDNA
!Platform_distribution = non-commercial
!Platform_organism = Caenorhabditis elegans
!Platform_taxid = 6239
!Platform_description = A microarray with 13323 spot features.
!Platform_description = Tip Configuration: Standard 1-tip
!Platform_description = Columns per Sector: 1
!Platform_description = Rows per Sector: 1
!Platform_description = Column Spacing: 1.1
!Platform_description = Row Spacing: 1.1
!Platform_contact_name = ,,Stanford Microarray Database
!Platform_contact_email = array@genome.stanford.edu
!Platform_contact_phone = 650-498-6012
!Platform_contact_department = Stanford University, School of Medicine
!Platform_contact_institute = Stanford Microarray Database (SMD)
!Platform_contact_address = 300 Pasteur Drive
!Platform_contact_city = Stanford
!Platform_contact_state = CA
!Platform_contact_zip/postal_code = 94305
!Platform_contact_country = USA
!Platform_contact_web_link = http://genome-www5.stanford.edu/
!Platform_sample_id = GSM436
!Platform_sample_id = GSM437
!Platform_sample_id = GSM438
!Platform_sample_id = GSM439
!Platform_sample_id = GSM440
!Platform_sample_id = GSM441
!Platform_sample_id = GSM442
!Platform_sample_id = GSM443
!Platform_sample_id = GSM444
!Platform_sample_id = GSM445
!Platform_sample_id = GSM446
!Platform_sample_id = GSM447
!Platform_sample_id = GSM448
!Platform_sample_id = GSM449
!Platform_sample_id = GSM450
!Platform_sample_id = GSM451
!Platform_sample_id = GSM452
!Platform_sample_id = GSM453
!Platform_sample_id = GSM454
!Platform_sample_id = GSM455
!Platform_sample_id = GSM456
!Platform_sample_id = GSM457
!Platform_sample_id = GSM458
!Platform_sample_id = GSM459
!Platform_sample_id = GSM460
!Platform_sample_id = GSM461
!Platform_sample_id = GSM462
!Platform_sample_id = GSM463
!Platform_sample_id = GSM464
!Platform_sample_id = GSM465
!Platform_sample_id = GSM466
!Platform_sample_id = GSM467
!Platform_sample_id = GSM468
!Platform_sample_id = GSM469
!Platform_sample_id = GSM211535
!Platform_sample_id = GSM211537
!Platform_sample_id = GSM211538
!Platform_series_id = GSE5
!Platform_series_id = GSE8520
!Platform_data_row_count = 13323
#ID = 
#ORF = name of spot
#Description = description of spot
#Chromosome = chromosome
#Position = position
#Gene name = gene name
#SECTOR = spot sector grid coordinate
#SECTORROW = spot row grid coordinate
#SECTORCOL = spot column grid coordinate
#PLATE = clone plate identifier
#PROW = clone plate row
#PCOL = clone plate column
#FAILED = 
#IS_CONTAMINATED = 
!platform_table_begin
ID	ORF	Description	Chromosome	Position	Gene name	SECTOR	SECTORROW	SECTORCOL	PLATE	PROW	PCOL	FAILED	IS_CONTAMINATED
4289	ZK563.6	Protein with moderate similarity to C. elegans F14E5.4	X	3132959	ZK563.6	1	1	1	12	C	17	0	U
4290	ZK593.1	Member of the pyruvate kinase protein family	4	10501049	ZK593.1	1	1	1	12	C	18	0	U
4291	ZK593.5	Component of dynactin complex	4	10517954	dnc-1/ZK593.5	1	1	1	12	C	19	0	U
4292	ZK593.8	"Protein with similarity to the C-terminus of human huntingtin-interacting protein HYPE, has a short region of similarity to human cell division cycle protein CDC23"	4	10528502	ZK593.8	1	1	1	12	C	20	2	U
4293	ZK593.9	"Putative tyrosine protein kinase, has similarity to human and D. melanogaster FER (fps/fes-related) protein kinases"	4	10531989	ZK593.9	1	1	1	12	C	21	0	U
4294	ZK6.10	"Protein of unknown function, putative paralog of C. elegans ZK6.11"	5	460840	ZK6.10	1	1	1	12	C	22	0	U
4295	ZK6.2	"Putative paralog of C. elegans ZK6.1, has strong similarity to C. elegans C49F5.4, a member of the nuclear hormone receptor/zinc finger protein family"	5	453484	ZK6.2	1	1	1	12	C	23	0	U
4296	ZK6.4	"Putative paralog of C. elegans ZK6.5, has strong similarity to C. elegans C49F5.4, a member of the nuclear hormone receptor/zinc finger protein family"	5	445692	ZK6.4	1	1	1	12	C	24	0	U
4297	ZK6.5	"Putative paralog of C. elegans ZK6.4, has strong similarity to C. elegans C49F5.4, a member of the nuclear hormone receptor/zinc finger protein family"	5	441512	ZK6.5	1	1	1	12	D	1	0	U
4298	ZK6.7	"Putative lipase, possible ortholog of human lysosomal acid lipase (sterol esterase) LIPA (Hs.85226), associated with Wolman disease"	5	434617	ZK6.7	1	1	1	12	D	2	2	U
4299	ZK6.8	"Putative paralog of C. elegans B0554.5, has similarity to human Hs.166174, ET putative translation product"	5	430785	ZK6.8	1	1	1	12	D	3	0	U
4300	ZK6.9	"Protein of unknown function, putative paralog of C. elegans T27E7.2"	5	450553	ZK6.9	1	1	1	12	D	4	0	U
4301	ZK622.1	"Putative tyrosine protein kinase, has similarity to human and D. melanogaster FER (fps/fes-related) protein kinases"	2	5283184	ZK622.1	1	1	1	12	D	5	0	U
4302	ZK622.2	Protein with strong similarity to C. elegans K09E4.5	2	5274572	ZK622.2	1	1	1	12	D	6	0	U
4303	ZK622.3	Protein with weak similarity to S. cerevisiae YBR261C	2	5267659	ZK622.3	1	1	1	12	D	7	0	U
4304	ZK632.3	Member of the RIO1/ZK632.3/MJ0444 protein family	3	9242903	ZK632.3	1	1	1	12	D	8	0	U
4305	ZK632.5	Protein of unknown function	3	9248995	ZK632.5	1	1	1	12	D	9	0	U
4306	ZK632.6	Member of the calreticulin protein family	3	9255088	ZK632.6	1	1	1	12	D	10	0	U
4307	ZK632.7	"Protein with strong similarity to S. cerevisiae Pan3p, a component of poly(A) ribonuclease"	3	9259015	ZK632.7	1	1	1	12	D	11	0	U
4308	ZK637.10	Member of the reductase/oxidoreductase protein family	3	8354232	unc-32/ZK637.10	1	1	1	12	D	12	0	U
4309	ZK652.6	"Member of the zinc finger present in Dystrophin, CBP/p300 protein family"	3	7269699	ZK652.6	1	1	1	12	D	13	0	U
4310	ZK652.9	Member of the ubiE/COQ5 methyltransferase protein family	3	7296111	ZK652.9	1	1	1	12	D	14	0	U
4311	ZK662.3	Protein with moderate similarity to C. elegans daf-12 (Protein similar to nuclear hormone receptors)	X	15490303	nhr-48/ZK662.3	1	1	1	12	D	15	2	U
4312	ZK666.10	"Protein of unknown function, putative paralog of C. elegans Y102A5C.29"	2	10464081	ZK666.10	1	1	1	12	D	16	0	U
4313	ZK666.6	Member of the C-type lectin protein family	2	10471613	ZK666.6	1	1	1	12	D	17	0	U
4314	ZK678.1	Negative regulator of vulval development	X	15512201	lin-15A/(lin-15)/ZK678.1	1	1	1	12	D	18	0	U
4315	ZK686.2	"Member of the RNA helicase, DEAD-box protein family"	3	7204109	ZK686.2	1	1	1	12	D	19	0	U
4316	ZK686.3	"Protein of unknown function, has strong similarity to human N33 protein (Hs.71119)"	3	7208091	ZK686.3	1	1	1	12	D	20	0	U
4317	ZK688.2	Member of the putative membrane protein family	3	7341309	ZK688.2	1	1	1	12	D	21	0	U
4318	ZK688.5	Member of the ubiquitin protein family	3	7323084	ZK688.5	1	1	1	12	D	22	0	U
4319	ZK688.6	Member of the carboxypeptidase protein family	3	7345280	ZK688.6	1	1	1	12	D	23	2	U
4320	ZK688.8	N-acetylgalactosaminyltransferase	3	7355025	gly-3/ZK688.8	1	1	1	12	D	24	0	U
4321	ZK697.10	"G protein coupled receptor, member of a large subfamily that contains ODR-10 odorant response protein, no homolog found in human or D. melanogaster"	5	1678579	ZK697.10	1	1	1	12	E	1	0	U
4322	ZK697.4	"Protein of unknown function, has strong similarity to C. elegans C41G6.11"	5	1670171	ZK697.4	1	1	1	12	E	2	0	U
4323	ZK783.1	"Member of the EGF-like repeat protein family, has strong similarity to human fibrillin 1 and 2"	3	7066236	ZK783.1	1	1	1	12	E	3	0	U
4324	ZK783.2	"Protein with similarity to human uridine phosphorylase UP (Hs.77573), has similarity to human protein tyrosine phosphatases"	3	7081500	ZK783.2	1	1	1	12	E	4	0	U
4325	ZK783.4	"Protein containing a zinc finger domain and a putative bromodomain, has weak similarity to human WBSCR10 (Williams-Beuren syndrome chromosome region 10 and region 9)"	3	7089441	ZK783.4	1	1	1	12	E	5	0	U
4326	ZK792.2	Member of the OPUS/Innexin [gap junction] protein family	4	11259797	inx-8/ZK792.2	1	1	1	12	E	6	0	U
4327	ZK792.4	"Protein containing ankyrin repeats, has similarity to human and D. melanogaster ankyrins and to C. elegans UNC-44"	4	11265449	ZK792.4	1	1	1	12	E	7	0	U
4328	ZK795.3	"Protein with strong similarity to S. cerevisiae Imp4p, a component of U3 snoRNP that is required for pre-18S rRNA processing"	4	12355076	ZK795.3	1	1	1	12	E	8	0	U
4329	ZK809.4	Member of an uncharacterized protein family	4	11240488	ZK809.4	1	1	1	12	E	9	2	U
4330	ZK816.5	Member of the alcohol dehydrogenase protein family	X	3110768	ZK816.5	1	1	1	12	E	10	2	U
4331	ZK822.5	"Putative transporter, possible ortholog of H. sapiens hNIS/SLC5A5 sodium iodide symporter (GenBank)]"	4	11524205	ZK822.5	1	1	1	12	E	11	0	U
4332	ZK829.6	"Protein of unknown function, has weak similarity to C. elegans Y39B6.Q"	4	11544445	ZK829.6	1	1	1	12	E	12	0	U
4333	ZK829.7	"Putative alcohol dehydrogenase, contains an adh-zinc (zinc-binding dehydrogenase) domain, has weak similarity to human sorbitol dehydrogenase (SORD)"	4	11547030	ZK829.7	1	1	1	12	E	13	0	U
4334	ZK849.2	"Protein contains a PDZ (DHR, GLGF) domain"	1	13269711	ZK849.2	1	1	1	12	E	14	2	U
4335	ZK856.1	Member of the cullin family of cell cycle control proteins	5	10128616	cul-5/ZK856.1	1	1	1	12	E	15	0	U
4336	ZK856.9	"Protein containing putative tetratricopeptide repeats, has weak similarity to human transcription factor IIIC102 (TFIIIC102) and S. cerevisiae TFIIIC (Tfc4p)"	5	10155878	ZK856.9	1	1	1	12	E	16	0	U
4337	ZK858.6	"Member of the COPII coat protein, Emp70p-like protein family"	1	8470189	ZK858.6	1	1	1	12	E	17	0	U
4338	ZK858.7	"Protein with weak similarity to S. cerevisiae Gcd10p, an RNA-binding subunit of initiation factor eIF3"	1	8473363	ZK858.7	1	1	1	12	E	18	0	U
4339	ZK863.4	Protein with weak similarity to C. elegans F31C3.2 gene product	5	12130803	ZK863.4	1	1	1	12	E	19	0	U
4340	ZK867.1	"Putative zinc finger containing protein, has moderate similarity to C. elegans F52F12.4 protein"	X	6959430	ZK867.1	1	1	1	12	E	20	0	U
4341	ZK896.4	Member of an uncharacterized protein family	4	12676979	ZK896.4	1	1	1	12	E	21	0	U
4342	ZK896.5	Member of an uncharacterized protein family	4	12673007	ZK896.5	1	1	1	12	E	22	0	U
4343	ZK899.2	Protein of unknown function	X	9203790	ZK899.2	1	1	1	12	E	23	0	U
4344	ZK899.6	Member of an uncharacterized protein family	X	9216861	ZK899.6	1	1	1	12	E	24	0	U
4345	ZK930.1	Protein with strong similarity to S. cerevisiae Vps15p. a serine/threonine protein kinase involved in vacuolar protein sorting	2	11883078	ZK930.1	1	1	1	12	F	1	0	U
4346	ZK938.3	Protein of unknown function	2	9823111	ZK938.3	1	1	1	12	F	2	0	U
4347	ZK945.4	Protein of unknown function	2	10094575	ZK945.4	1	1	1	12	F	3	0	U
4348	ZK970.5	Putative guanylyl cyclase	2	10295600	gcy-4/ZK970.5	1	1	1	12	F	4	0	U
4349	ZK970.6	Putative guanylyl cyclase expressed in the ASER neuron	2	10301861	gcy-5/ZK970.6	1	1	1	12	F	5	0	U
4350	R151.1	Protein of unknown function	3	6676263	R151.1	1	1	1	12	F	6	0	U
4351	R151.2	Member of the ribose-phosphate pyrophosphokinase protein family	3	6671041	R151.2	1	1	1	12	F	7	0	U
4352	R151.4	"Putative tyrosine protein kinase, has similarity to human FMS-related protein kinase, has similarity to D. melanogaster tyrosine kinase RET"	3	6678398	R151.4	1	1	1	12	F	8	0	U
4353	R151.5	Member of the zinc metalloprotease protein family	3	6661086	toh-2/R151.5	1	1	1	12	F	9	0	U
4354	R151.7	Member of the heat shock HSP82-like chaperonin protein family	3	6682189		1	1	1	12	F	10	0	U
4355	R151.8		3	6685393		1	1	1	12	F	11	0	U
4356	R153.2	Protein of unknown function	2	7631675	R153.2	1	1	1	12	F	12	0	U
4357	R166.1	"Protein with moderate similarity to human transcriptional regulatory protein p54 (Hs.171510, isolated from cell-line KG1) and murine transcriptional regulatory proteins NAB1 and NAB2"	2	10522230	R166.1	1	1	1	12	F	13	0	U
4358	R17.1	Member of an uncharacterized protein family	3	10288128	R17.1	1	1	1	12	F	14	0	U
4359	R186.5	Member of the voltage-gated potassium channel protein family	5	12922461	shw-3/R186.5	1	1	1	12	F	15	0	U
4360	R52.1	Member of the BTB/POZ domain protein family	2	2101594	R52.1	1	1	1	12	F	16	0	U
4361	R52.2	"Protein of unknown function, putative paralog of C. elegans Y50E8A.K"	2	2096136	R52.2	1	1	1	12	F	17	0	U
4362	R53.7	"Putative protein kinase with similarity to human and D. melanogaster AMP-activated protein kinase gamma subunits, has weak similarity to S. cerevisiae Snf4p"	2	9963017	R53.7	1	1	1	12	F	18	0	U
4363	R74.4	"Protein containing a DnaJ domain, has weak similarity to S. cerevisiae Ydj1p"	3	3628782	R74.4	1	1	1	12	F	19	0	U
4364	R74.7	Member of a protein family	3	3641658	R74.7	1	1	1	12	F	20	0	U
4365	R74.8	Protein with strong similarity to C. elegans M70.5 gene product	3	3643525	R74.8	1	1	1	12	F	21	0	U
4366	R90.1	"Serine/threonine protein kinase of the casein kinase I subfamily, has similarity to S. cerevisiae Hrr25p casein kinase I"	5	12840838	R90.1	1	1	1	12	F	22	0	U
4367	SSSD1.1	Putative neural cell-adhesion protein and putative member of Immunoglobulin superfamily	X	6123827	SSSD1.1	1	1	1	12	F	23	0	U
4368	T01B11.2	Member of the aminotransferase protein family	4	8064478	T01B11.2	1	1	1	12	F	24	0	U
4369	T01B11.4	Member of the mitochondrial carrier (MCF) protein family	4	8074247	T01B11.4	1	1	1	12	G	1	0	U
4370	T01B11.5	"Protein with similarity to organic cation/organic anion transporter family of human and D. melanogaster, has similarity to hexose transporters of S. cerevisiae"	4	8076058	T01B11.5/CeOAT1	1	1	1	12	G	2	0	U
4371	T01B4.1	Member of the 4 TM potassium channel protein family	X	16009384	twk-16/T01B4.1	1	1	1	12	G	3	0	U
4372	T01B7.6	Protein of unknown function	2	8713679	T01B7.6	1	1	1	12	G	4	0	U
4373	T01C3.8	Protein of unknown function	5	14926264	T01C3.8	1	1	1	12	G	5	0	U
4374	T01C4.1	"Protein with similarity over the C-terminus to human, D. melanogaster and C. elegans chitinases, putative paralog of C. elegans F07G11.9"	5	7108745	T01C4.1	1	1	1	12	G	6	0	U
4375	T01C4.6	"Putative G-protein coupled receptor, no homolog found in human or D. melanogaster"	5	7114233	T01C4.6	1	1	1	12	G	7	0	U
4376	T01C8.4	Member of the aspartate amino transferase protein family	X	16495476	T01C8.4	1	1	1	12	G	8	0	U
4377	T01C8.5	Member of the aspartate amino transferase protein family	X	16499369	T01C8.5	1	1	1	12	G	9	0	U
4378	T01C8.7	"Member of the amiloride-sensitive sodium channel family, member of the degenerin family and DEG/ENaC superfamily of proteins"	X	16511236	mec-4/mec-13/T01C8.7	1	1	1	12	G	10	0	U
4379	T01D1.6	Protein with moderate similarity to C. elegans F07H5.8	2	188265	T01D1.6	1	1	1	12	G	11	0	U
4380	T01G5.4	Member of an uncharacterized protein family	5	15052354	T01G5.4	1	1	1	12	G	12	0	U
4381	T01G6.1	Member of the alcohol/ribitol dehydrogenase-like protein family	5	546704	T01G6.1	1	1	1	12	G	13	0	U
4382	T01G6.4	Member of the nuclear hormone receptor/Zinc finger protein family	5	538567	nhr-E/T01G6.4	1	1	1	12	G	14	0	U
4383	T01G6.6	Member of the nuclear hormone receptor/Zinc finger protein family	5	533799	T01G6.6	1	1	1	12	G	15	2	U
4384	T01G6.8	Member of the nuclear hormone receptor/Zinc finger protein family	5	529748	T01G6.8	1	1	1	12	G	16	0	U
4385	T01G6.9	"G protein coupled receptor, member of a large subfamily that contains ODR-10 odorant response protein, no homolog found in human or D. melanogaster"	5	548635		1	1	1	12	G	17	0	U
4386	T01G9.4	Protein of unknown function	1	7624104	kup-2/T01G9.4	1	1	1	12	G	18	0	U
4387	T01G9.5	Involved in microtubule disassembly during meiotic spindle formation and the functional homolog of H. sapiens p60 katanin	1	7627580	mei-1/T01G9.5	1	1	1	12	G	19	0	U
4388	T01H10.1	Member of the nicotinic acetylcholine receptor protein family	X	11862875	T01H10.1	1	1	1	12	G	20	0	U
4389	T01H3.3	Protein with similarity to human and C. elegans sodium phosphate transporters	2	7862712	T01H3.3	1	1	1	12	G	21	0	U
4390	T02B11.7	Member of the zinc metalloprotease protein family	5	943262	T02B11.7	1	1	1	12	G	22	0	U
4391	T02C12.1	Putative myosin	3	3466587	hum-5/mceIA/T02C12.1	1	1	1	12	G	23	0	U
4392	T02C5.3	Putative member of Immunoglobulin superfamily	X	2448660	T02C5.3	1	1	1	12	G	24	0	U
4393	T02C5.5	Putative subunit of a voltage-dependent calcium channel required for coordinated movement	X	2465910	unc-2/T02C5.5	1	1	1	12	H	1	0	U
4394	T02D1.4	Protein with similarity to G-protein coupled receptors of C. elegans	4	16679817	T02D1.4	1	1	1	12	H	2	0	U
4395	T02D1.6	"G-protein coupled receptor with weak similarity to human somatostatin receptor SSTR2, has weak similarity to D. melanogaster neuropeptide Y receptor"	4	16687357	T02D1.6	1	1	1	12	H	3	0	U
4396	T02E1.8	"Putative potassium voltage-gated channel, has strong similarity to human potassium intermediate/small conductance calcium-activated channel KCNN3 Hs.89230"	1	7537604		1	1	1	12	H	4	0	U
4397	T02G5.12	"Putative monocarboxylate transporter, has similarity to human, S. cerevisiae, and D. melanogaster monocarboxylate transporters"	2	7086326	T02G5.12	1	1	1	12	H	5	0	U
4398	T02G5.13	Protein of unknown function	2	7089580	T02G5.13	1	1	1	12	H	6	0	U
4399	T02G5.4	Member of the thiolase protein family	2	7071880	T02G5.4	1	1	1	12	H	7	0	U
4400	T02G5.5	Member of the Tc3 Transposase protein family	2	7069452	T02G5.5	1	1	1	12	H	8	2	U
4401	T02G5.7	Member of the thiolase protein family	2	7065405	T02G5.7	1	1	1	12	H	9	0	U
4402	T02G5.8	Member of the thiolase protein family	2	7063593	T02G5.8	1	1	1	12	H	10	0	U
4403	T02G5.9	"Member of the tRNA synthetase, lysyl protein family"	2	7060169	T02G5.9	1	1	1	12	H	11	1	U
4404	T02G6.5	"Protein of unknown function, has strong similarity to C. elegans Y39A1A.16"	1	11073476	T02G6.5	1	1	1	12	H	12	0	U
4405	T02H7.2	"Protein of unknown function, putative paralog of C. elegans T02H7.7"	4	26856		1	1	1	12	H	13	0	U
4406	T02H7.3	"Protein of unknown function, putative paralog of C. elegans T02H7.7"	4	24797		1	1	1	12	H	14	2	U
4407	T02H7.7	"Protein of unknown function, putative paralog of C. elegans T02H7.2"	4	13316		1	1	1	12	H	15	0	U
4408	T03A1.4	"Putative actin-binding domain, contains two CH (calponin homology) domains, has similarity to human plectin (PLEC1) intermediate filament binding protein"	1	3670991	T03A1.4	1	1	1	12	H	16	0	U
4409	T03D3.1	Member of the UDP-glucuronosyltransferase protein family	5	2821404	T03D3.1	1	1	1	12	H	17	0	U
4410	T03D3.10	"G protein coupled receptor, member of a large subfamily that contains ODR-10 odorant response protein, no homolog found in human or D. melanogaster"	5	2814985		1	1	1	12	H	18	0	U
4411	T03D3.11	"G protein coupled receptor, member of a large subfamily that contains ODR-10 odorant response protein, no homolog found in human or D. melanogaster"	5	2816602	T03D3.11	1	1	1	12	H	19	0	U
4412	T03D3.12	"G protein coupled receptor, member of a large subfamily that contains ODR-10 odorant response protein, no homolog found in human or D. melanogaster"	5	2818289	T03D3.12	1	1	1	12	H	20	0	U
4413	T03D3.13	"G protein coupled receptor, member of a large subfamily that contains ODR-10 odorant response protein, no homolog found in human or D. melanogaster"	5	2824464		1	1	1	12	H	21	0	U
4414	T03D3.14	"G protein coupled receptor, member of a large subfamily that contains ODR-10 odorant response protein, no homolog found in human or D. melanogaster"	5	2826432	T03D3.14	1	1	1	12	H	22	0	U
4415	T03D3.3	"G-protein coupled receptor of unknown function, no homolog found in human or D. melanogaster"	5	2803050	T03D3.3	1	1	1	12	H	23	0	U
4416	T03D3.6	"G protein coupled receptor, member of a large subfamily that contains ODR-10 odorant response protein, no homolog found in human or D. melanogaster"	5	2807450	T03D3.6	1	1	1	12	H	24	0	U
4417	T03D3.7	"G protein coupled receptor, member of a large subfamily that contains ODR-10 odorant response protein, no homolog found in human or D. melanogaster"	5	2809673		1	1	1	12	I	1	0	U
4418	T03D3.8	"G protein coupled receptor, member of a large subfamily that contains ODR-10 odorant response protein, no homolog found in human or D. melanogaster"	5	2811193		1	1	1	12	I	2	0	U
4419	T03D3.9	"G protein coupled receptor, member of a large subfamily that contains ODR-10 odorant response protein, no homolog found in human or D. melanogaster"	5	2813057		1	1	1	12	I	3	0	U
4420	T03F1.1	"Protein with similarity to human and S. cerevisiae molybdopterin synthase sulfurylases, has weak similarity to human, D. melanogaster and S. cerevisiae ubiquitin-activating enzymes"	1	3231552	T03F1.1	1	1	1	12	I	4	0	U
4421	T03F1.3	Member of the phosphoglycerate kinases protein family	1	3224733	T03F1.3	1	1	1	12	I	5	0	U
4422	T03F1.4	"Protein of unknown function, putative paralog of C. elegans K02A2.6"	1	3205374	T03F1.4	1	1	1	12	I	6	0	U
4423	T03F1.5	Member of the protein phosphatase protein family	1	3195570	T03F1.5	1	1	1	12	I	7	0	U
4424	T03F1.6	Protein of unknown function	1	3197149	T03F1.6	1	1	1	12	I	8	0	U
4425	T03F1.9	"Protein with weak similarity to H. sapiens ROCK1 (Rho-associated, coiled-coil containing protein kinase 1)"	1	3220116	T03F1.9	1	1	1	12	I	9	2	U
4426	T03F6.2	"Protein containing a DnaJ domain, has strong similarity to S. cerevisiae Ynl227p, a protein of unknown function"	3	12610417	T03F6.2	1	1	1	12	I	10	0	U
4427	T03F6.4	Protein of unknown function	3	12604248	T03F6.4	1	1	1	12	I	11	0	U
4428	T03F7.7	Protein with weak similarity to S. cerevisiae and C. albicans Sec14p and human SEC14L (phosphatidylinositol/phosphatidylcholine (PI/PC)-transfer proteins involved in transport of secretory proteins from the Golgi complex)	5	11260582	T03F7.7	1	1	1	12	I	12	0	U
4429	T03G11.1	Putative ortholog of C. elegans F29C12.1 gene product	X	4951951	T03G11.1	1	1	1	12	I	13	0	U
4430	T03G11.2	"G-protein coupled receptor, member of unnamed subfamily with distant homology to SRG subfamily, no homolog found in human or D. melanogaster"	X	4934168	T03G11.2	1	1	1	12	I	14	0	U
4431	T03G11.4	Member of the mannosidase/protein glycosylation protein family	X	4919337	T03G11.4	1	1	1	12	I	15	0	U
4432	T04A11.1	Member of an uncharacterized protein family	4	12271020	T04A11.1	1	1	1	12	I	16	0	U
4433	T04A11.4	Member of an uncharacterized protein family	4	12278557	T04A11.4	1	1	1	12	I	17	0	U
4434	T04A11.6	Protein with strong similarity over the middle region to human BLM (Bloom syndrome) and RecQ proteins and other DNA helicases of the DEAD/DEAH box family; has similarity over the N-terminal region to C. elegans G protein-coupled receptors of the SRG subfamily	4	12283289	T04A11.6	1	1	1	12	I	18	0	U
4435	T04A8.3	Member of the C-type lectin family	3	4119985	T04A8.3	1	1	1	12	I	19	0	U
4436	T04A8.7	"Putative alpha-1,4-glucan branching enzyme"	3	4132581	T04A8.7	1	1	1	12	I	20	0	U
4437	T04A8.8	Protein of unknown function	3	4131215	T04A8.8	1	1	1	12	I	21	0	U
4438	T04B2.2	"Putative tyrosine protein kinase, has similarity to human and D. melanogaster FER (fps/fes-related) protein kinases"	4	9635295	T04B2.2	1	1	1	12	I	22	0	U
4439	T04B2.4	Protein with weak similarity to members of the SRG subfamily of G-protein coupled receptors	4	9641946	T04B2.4	1	1	1	12	I	23	0	U
4440	T04B8.3	"Protein of unknown function, has strong similarity to C. elegans ZK938.2"	2	612590	T04B8.3	1	1	1	12	I	24	1	U
4441	T04B8.5	"Putative sodium-potassium-chloride cotransport protein, putative ortholog of H. sapiens SLC12A2 gene product"	2	602497	T04B8.5	1	1	1	12	J	1	2	U
4442	T04C10.1	Putative serine/threonine/tyrosine protein kinase with strong similarity to human DRYK dual-specificity protein kinases	X	14556940	T04C10.1	1	1	1	12	J	2	0	U
4443	T04C12.6	Member of the actin and actin-related protein family	5	11030133	T04C12.6	1	1	1	12	J	3	0	U
4444	T04C9.6	Protein with strong similarity to members of the FERM domain (band 4.1 Family) protein family	3	5435469	T04C9.6	1	1	1	12	J	4	0	U
4445	T04D1.4	Member of the DNA helicase protein family	1	4009312	T04D1.4	1	1	1	12	J	5	0	U
4446	T04D3.3	"Putative 3',5'-cyclic AMP phosphodiesterase, has strong similarity to human calmodulin-dependent phosphodiesterases"	1	12500153	T04D3.3	1	1	1	12	J	6	0	U
4447	T04F8.2	"Protein of unknown function, has weak similarity to C. elegans C15A7.2"	X	11407453	T04F8.2	1	1	1	12	J	7	0	U
4448	T04G9.1	Protein of unknown function	X	513312	T04G9.1	1	1	1	12	J	8	0	U
4449	T04G9.2	Member of the astacin (M12A) zinc metalloprotease protein family	X	501098	T04G9.2	1	1	1	12	J	9	0	U
4450	T04H1.2	"Protein with strong similarity to human putative GTP-binding protein GTPBP1 (Hs.198608), has weak similarity to members of elongation factor Tu family"	5	12191388	T04H1.2	1	1	1	12	J	10	0	U
4451	T04H1.7	Member of the UDP-glucuronosyltransferase protein family	5	12205761	T04H1.7	1	1	1	12	J	11	0	U
4452	T04H1.8	Member of the UDP-glucuronosyltransferase protein family	5	12208056	T04H1.8	1	1	1	12	J	12	0	U
4453	T05A1.7	Protein with similarity to human and D. melanogaster organic cation transporters	4	9150124	T05A1.7	1	1	1	12	J	13	0	U
4454	T05A10.3	Member of an uncharacterized protein family	X	10541045	T05A10.3	1	1	1	12	J	14	1	U
4455	T05A12.1	"Putative G-protein coupled receptor, no homolog found in human or D. melanogaster"	4	6521869	T05A12.1	1	1	1	12	J	15	0	U
4456	T05A12.2	"Putative trehalase and a possible ortholog of H. sapines TREH, trehalase, that may be expressed in the kidney"	4	6525996	T05A12.2	1	1	1	12	J	16	0	U
4457	T05A12.3	"Protein of unknown function, has weak similarity to C. elegans R07G3.3"	4	6533053	T05A12.3	1	1	1	12	J	17	0	U
4458	T05A12.4	"Protein with similarity over C-terminal half to human chromatin regulators of the SWI/SNF family, has similarity to Snf2p-like helicases"	4	6537037	T05A12.4	1	1	1	12	J	18	0	U
