^PLATFORM = GPL12
!Platform_title = Stanford Zea mays
!Platform_geo_accession = GPL12
!Platform_status = Public on Oct 09 2001
!Platform_submission_date = Jun 11 2001
!Platform_last_update_date = May 26 2005
!Platform_technology = spotted DNA/cDNA
!Platform_distribution = non-commercial
!Platform_organism = Zea mays
!Platform_taxid = 4577
!Platform_description = A maize array fabricated with 5,376 unique expressed sequence tag (EST) clones sequenced from 4-day-old roots, immature ears and adult organ cDNA libraries.
!Platform_description = mRNA source: Zea mays strain with genetic background K55 (75%), W23 (20%), Robertson's Mutator (5%).
!Platform_web_link = http://zmdb.iastate.edu/
!Platform_pubmed_id = 12225584
!Platform_contributor = Yangrae,,Cho
!Platform_contributor = Virginia ,,Walbot
!Platform_contact_name = Yangrae,,Cho
!Platform_contact_email = yacho@sequence.stanford.edu
!Platform_contact_phone = 650-812-1976
!Platform_contact_fax = 650-812-1975
!Platform_contact_laboratory = V. Walbot
!Platform_contact_department = Biological Sciences
!Platform_contact_institute = Stanford University
!Platform_contact_address = 385 Serra Mall
!Platform_contact_city = Stanford University
!Platform_contact_state = CA
!Platform_contact_zip/postal_code = 94305-8221
!Platform_contact_country = USA
!Platform_sample_id = GSM57
!Platform_sample_id = GSM58
!Platform_sample_id = GSM59
!Platform_sample_id = GSM60
!Platform_sample_id = GSM61
!Platform_sample_id = GSM62
!Platform_sample_id = GSM63
!Platform_sample_id = GSM64
!Platform_sample_id = GSM65
!Platform_sample_id = GSM66
!Platform_sample_id = GSM67
!Platform_sample_id = GSM68
!Platform_sample_id = GSM69
!Platform_sample_id = GSM70
!Platform_sample_id = GSM71
!Platform_sample_id = GSM72
!Platform_sample_id = GSM73
!Platform_sample_id = GSM74
!Platform_sample_id = GSM75
!Platform_sample_id = GSM76
!Platform_sample_id = GSM77
!Platform_sample_id = GSM78
!Platform_sample_id = GSM79
!Platform_sample_id = GSM80
!Platform_series_id = GSE141
!Platform_data_row_count = 5760
#ID = 
#Homologs PID-1 = Top matching sequences to GenBank on March 1, 2001
#Homologs PID-2 = Top matching sequences to GenBank on March 1, 2001
#Homologs PID-3 = Top matching sequences to GenBank on March 1, 2001
#SPOT_ID = Spot identifier
!platform_table_begin
ID	Homologs PID-1	Homologs PID-2	Homologs PID-3	SPOT_ID
945023E01.X2	Homolog PID: 11908072 unknown protein [Arabidopsis thaliana]	Homolog PID: 1871194 unknown protein [Arabidopsis thaliana]	Homolog PID: 6706425 putative protein [Arabidopsis thalian	945023E01.X2
945023F08.X2	Homolog PID: 22408 PEP carboxylase [Zea mays]	Homolog PID: 22563 phosphoenolpyruvate carboxylase [Zea mays]	Homolog PID: 295855 P-pyruvate carboxylase [Zea mays]	945023F08.X2
945024A02.X2	Homolog PID: 4734014 unknown protein [Arabidopsis thaliana]	Homolog PID: 6714320 hypothetical protein 43000-45608	Homolog PID: 6730744 hypothetical protein 34372-36992	945024A02.X2
945024B09.X2				945024B09.X2
945022D02.Y1				945022D02.Y1
945022D08.Y1				945022D08.Y1
945023H01.X2	Homolog PID: 2245020 growth regulator like protein [Arabidopsis thaliana]	Homolog PID: 7268415 growth regulator like protein [Arabidopsis thaliana]	Homolog PID: 1794219	945023H01.X2
945023B09.X2	Homolog PID: 4249386 Strong similarity to gb|AF061286...	Homolog PID: 5091510 Similar to Arabidopsis thaliana ... [Oryza sativa]	Homolog PID: 4538987 gamma-adaptin 2 [Arabidopsis thal	945023B09.X2
945024D02.Y2				945024D02.Y2
945024A11.X2				945024A11.X2
945022H02.Y1				945022H02.Y1
945022F08.Y1	Homolog PID: 7629995 actin [Arabidopsis thaliana]	Homolog PID: 10092475 actin 11 [Arabidopsis thaliana]	Homolog PID: 9965319 actin [Setaria italica]	945022F08.Y1
945023E02.X2				945023E02.X2
945023E10.X2	Homolog PID: 8671832 Strong similarity to polyphospho... [Arabidopsis thaliana]	Homolog PID: 2739046 polyphosphoinositide binding pro... [Glycine max]		945023E10.X2
945024F03.Y2	Homolog PID: 6554485 unknown protein 69155-70273	Homolog PID: 6573714 T23E18.26 [Arabidopsis thaliana]		945024F03.Y2
945024E11.X2	Homolog PID: 3860323 hypothetical protein [Cicer arietinum]	Homolog PID: 3169182 unknown protein [Arabidopsis thaliana]		945024E11.X2
945035H03.X1	Homolog PID: 9279726 hemolysin-like [Arabidopsis thaliana]			945035H03.X1
945035G09.X1	Homolog PID: 6729549 putative protein [Arabidopsis thaliana]	Homolog PID: 3355474 unknown protein [Arabidopsis thaliana]	Homolog PID: 4835757 EST gb|AA404917 comes from this ...	945035G09.X1
945036D09.Y1	Homolog PID: 1617270 acyl-CoA synthetase [Brassica napus]	Homolog PID: 7267801 putative acyl-CoA synthetase [Arabidopsis thaliana]	Homolog PID: 4850282 putative acyl-CoA synthetase [	945036D09.Y1
945037A06.X1				945037A06.X1
945037G11.X1	Homolog PID: 7021728 unknown protein [Arabidopsis thaliana]	Homolog PID: 10177674 UVB-resistance protein UVR8 [Arabidopsis thaliana]	Homolog PID: 5478530 UVB-resistance protein UVR	945037G11.X1
945038G09.X2	Homolog PID: 4098329 beta-tubulin 4 [Triticum aestivum]	Homolog PID: 8778997 Contains a strong similarity to ...	Homolog PID: 166902 beta-5 tubulin [Arabidopsis thaliana]	945038G09.X2
945035E05.X1				945035E05.X1
945035H10.Y1				945035H10.Y1
945036D11.X1				945036D11.X1
945037H06.X1	Homolog PID: 10172595 multidrug resistance-associated ... [Arabidopsis thaliana]	Homolog PID: 10172596 multidrug resistance-associated ... [Arabidopsis thaliana]		945037H06.X1
945037G12.X1	Homolog PID: 6598805 unknown protein [Arabidopsis thaliana]	Homolog PID: 10177122 contains similarity to unknow [Arabidopsis thaliana]	Homolog PID: 7270536 putative protein [Arabid	945037G12.X1
945038H10.X2				945038H10.X2
945035H05.Y1	Homolog PID: 4204294 lcl|prt_seq No definition line f...	Homolog PID: 10257490 gb|AAD10675.1~gene_id:MFC16.25~s...	Homolog PID: 4584358 unknown protein [Arabidopsis thaliana]	945035H05.Y1
945035G11.Y1				945035G11.Y1
945036G12.X1	Homolog PID: 9972387 ATP-dependent Clp protease subun... [Arabidopsis thaliana]	Homolog PID: 4887543 ATP-dependent Clp protease subun... [Arabidopsis thaliana]		945036G12.X1
945037B07.X1				945037B07.X1
945038A02.X2	Homolog PID: 5295988 MADS box-like protein [Oryza sativa]	Homolog PID: 5019456 putative MADS domain transcripti... [Gnetum gnemon]	Homolog PID: 5777904 MADS-box protein 3            	945038A02.X2
945038F11.X2	Homolog PID: 11121453 DNA Helicase [Arabidopsis thaliana]			945038F11.X2
945035D06.Y1	Homolog PID: 6714320 hypothetical protein 43000-45608			945035D06.Y1
945035C12.Y1	Homolog PID: 6041858 unknown protein [Arabidopsis thaliana]			945035C12.Y1
945037B01.X1				945037B01.X1
945037C08.X1				945037C08.X1
945038E05.X2	Homolog PID: 6728966 unknown protein [Arabidopsis thaliana]	Homolog PID: 9755731 putative protein [Arabidopsis thaliana]		945038E05.X2
945038C12.X2	Homolog PID: 7025485 pectin methylesterase isoform al... [Vigna radiata]	Homolog PID: 6714449 putative pectinesterase [Arabidopsis thaliana]	Homolog PID: 6689890 pecti	945038C12.X2
614021G12.y1				614021G12.y1
614022D06.y1	Homolog PID: 391879 adenylate kinase-b [Oryza sativa]	Homolog PID: 391877 adenylate kinase-a [Oryza sativa]	Homolog PID: 9758281 adenylate kinase [Arabidopsis thaliana]	614022D06.y1
614022F10.y1				614022F10.y1
614023C08.y1	Homolog PID: 7258371 structural maintenance of chromo... [Arabidopsis thaliana]	Homolog PID: 4007792 Xenopus 14s cohesin smc1 subunit... [Schizosaccharomyces pomb]		614023C08.y1
614024H02.y1				614024H02.y1
614024B10.y1	Homolog PID: 6560768 F3M18.7 [Arabidopsis thaliana]	Homolog PID: 498040 ORF [Senecio odorus]		614024B10.y1
614022B02.x2	Homolog PID: 6630556 putative alpha-L-arabinofuranosi... [Arabidopsis thaliana]	Homolog PID: 5107819 contains similarity to arabinosi... [Arabidopsis thaliana]		614022B02.x2
614022F06.y1	Homolog PID: 3885327 hypothetical protein [Arabidopsis thaliana]	Homolog PID: 5817183 hypothetical protein [Homo sapiens]	Homolog PID: 4929697 CGI-114 protein [Homo sapiens]	614022F06.y1
614022A12.y1				614022A12.y1
614023G08.y1				614023G08.y1
614024C04.y1				614024C04.y1
614024G10.x1				614024G10.x1
614022H02.y1	Homolog PID: 7527717 T5E21.6 [Arabidopsis thaliana]	Homolog PID: 7269469 putative mitochondrial carrier p... [Arabidopsis thaliana]	Homolog PID: 4538947 putative mitochondrial carrier p...	614022H02.y1
614022F07.y1				614022F07.y1
614023E02.y1				614023E02.y1
614023E09.x1				614023E09.x1
614024F04.y1	Homolog PID: 11692854 MZN14.21 [Arabidopsis thaliana]	Homolog PID: 9294284 vacuolar ATP synthase subunit AC39 [Arabidopsis thaliana]	Homolog PID: 532733 vacuolar ATPase subunit DVA41 [Di	614024F04.y1
614024C11.y1	Homolog PID: 4929719 CGI-125 protein [Homo sapiens]	Homolog PID: 7296835 CG1057 gene product [Drosophila melanogaster]	Homolog PID: 9937315 sep10p [Schizosaccharomyces pomb]	614024C11.y1
614022D03.y1	Homolog PID: 215133 integration protein	Homolog PID: 6901591 integrase [Bacteriophage hk97]	Homolog PID: 215353 integrase [Bacteriophage 434]	614022D03.y1
614022E08.y1				614022E08.y1
614023G02.y1	Homolog PID: 7649370 guanine nucleotide-exchange-like... [Arabidopsis thaliana]			614023G02.y1
614023A10.x1	Homolog PID: 1922272 isocitrate dehydrogenase             Eucalyptus [globulus subs]	Homolog PID: 166386 isocitrate dehydrogenase [Medicago sativa]		614023A10.x1
614024H04.y1				614024H04.y1
614024E11.y1				614024E11.y1
614044G05.y1	Homolog PID: 1488297 osRAD23 [Oryza sativa]	Homolog PID: 9758825 DNA repair protein RAD23 homolog [Arabidopsis thaliana]	Homolog PID: 5640111 RAD23 protein [Lycopersicon esculentum]	614044G05.y1
614044E11.x4	Homolog PID: 7248416 hypothetical protein [Oryza sativa]			614044E11.x4
614045D03.y1				614045D03.y1
614045H09.y1				614045H09.y1
614047A07.x1				614047A07.x1
614048E08.y1	Homolog PID: 4587518 Strong similarity to F19I3.8 gi|...	Homolog PID: 7268842 UDP-glucose 4-epimerase-like pro... [Arabidopsis thaliana]	Homolog PID: 5262169 UDP-glucose 4-epimerase-l	614048E08.y1
614044B07.y1				614044B07.y1
614044A12.x1	Homolog PID: 6729532 putative protein [Arabidopsis thaliana]	Homolog PID: 2673914 hypothetical protein [Arabidopsis thaliana]		614044A12.x1
614045G03.x4	Homolog PID: 22113 ORFa [Zea mays]	Homolog PID: 22490 ORF1 [Zea mays]	Homolog PID: 10140707 putative Tam3-transposase [Oryza sativa]	614045G03.x4
614045A11.x4				614045A11.x4
614047H08.x1				614047H08.x1
614048B10.y1	Homolog PID: 11275529 putative mannose-6-phosphate iso... [Oryza sativa]	Homolog PID: 3717239 unnamed protein product [Cyamopsis tetragonoloba]	Homolog PID: 9755456 Pu	614048B10.y1
614044F07.y1	Homolog PID: 3738322 putative small nuclear ribonucle... [Arabidopsis thaliana]	Homolog PID: 6006889 putative small nuclear ribonucle... [Arabidopsis thaliana]		614044F07.y1
614044E12.x1				614044E12.x1
614045F04.y1				614045F04.y1
614045E12.x4				614045E12.x4
614047G09.x1				614047G09.x1
614048H10.x1				614048H10.x1
614044G08.y1	Homolog PID: 4191778 putative nucleosome assembly pro... [Arabidopsis thaliana]	Homolog PID: 1161252 nucleosome assembly protein 1 [Glycine max]	Homolog PID: 8777	614044G08.y1
614045B01.x4	Homolog PID: 4093169 p20-Arc [Dictyostelium discoideum]	Homolog PID: 2282040 p20-Arc [Homo sapiens]	Homolog PID: 2444287 Arp2/3 complex 20 kDa subunit [Homo sapiens]	614045B01.x4
614045D06.x4	Homolog PID: 7939623 putative beta-galactosidase [Lycopersicon esculentum]	Homolog PID: 4510395 putative beta-galactosidase [Arabidopsis thaliana]	Homolog PID: 1669595	614045D06.x4
614045G12.y1	Homolog PID: 3421415 protein phosphatase 2A 55 kDa B ... [Oryza sativa]	Homolog PID: 3421413 protein phosphatase 2A 55 kDa B ... [Oryza sativa]	Homolog PID: 11094371 Se	614045G12.y1
614047C12.x1				614047C12.x1
614048C11.x1				614048C11.x1
614063E01.y1	Homolog PID: 1872523 zinc-finger protein Lsd1 [Arabidopsis thaliana]	Homolog PID: 1872521 zinc-finger protein Lsd1 [Arabidopsis thaliana]	Homolog PID: 7268834 zinc-finger 	614063E01.y1
614063H09.y1				614063H09.y1
614064F03.x1				614064F03.x1
614064H08.x1	Homolog PID: 9187743 putative NADH oxidoreductase [Zea mays]	Homolog PID: 7269831 putative protein [Arabidopsis thaliana]	Homolog PID: 459002 R151.6 gene product [Caenorhabditis e	614064H08.x1
614065B03.y1	Homolog PID: 11862972 hypothetical protein [Oryza sativa]	Homolog PID: 9294342 gb|AAF27127.1~gene_id:T6J22.19~s...		614065B03.y1
614065B09.y1	Homolog PID: 9294097 gene_id:MXP5.3~unknown protein [Arabidopsis thaliana]			614065B09.y1
614063F02.y1				614063F02.y1
614063G10.x1				614063G10.x1
614064H03.x1				614064H03.x1
614064H09.y1	Homolog PID: 4587616 hypothetical protein [Arabidopsis thaliana]			614064H09.y1
614065B04.x1	Homolog PID: 786132 RCc3 [Oryza sativa]	Homolog PID: 11321744 putative root-specific protein [Oryza sativa]	Homolog PID: 10140655 putative lipid transfer protein [Oryza sativa]	614065B04.x1
614065A10.x1				614065A10.x1
614063H02.x1	Homolog PID: 6721502 Similar to chromaffin granule AT... [Oryza sativa]	Homolog PID: 6539574 Similar to chromaffin granule AT... [Oryza sativa]	Homolog PID: 9909198 ami	614063H02.x1
614063B11.x1				614063B11.x1
614064F04.x1	Homolog PID: 1498053 ribosomal protein S8 [Zea mays]	Homolog PID: 968902 ribosomal protein S8 [Oryza sativa]	Homolog PID: 3264759 40S ribosomal protein S8 [Prunus armeniaca]	614064F04.x1
614064E10.y1	Homolog PID: 6522538 putative protein [Arabidopsis thaliana]	Homolog PID: 10178077 gene_id:K19B1.7~unknown protein [Arabidopsis thaliana]	Homolog PID: 3461820 unknown protein [Ara	614064E10.y1
614065E04.y1				614065E04.y1
614065D10.y1	Homolog PID: 9757722 gene_id:MCL19.6~unknown protein [Arabidopsis thaliana]	Homolog PID: 1136586 PDGF associated protein [Rattus norvegicus]	Homolog PID: 847785 HAS	614065D10.y1
614063A04.x1	Homolog PID: 2921304 herbicide safener binding protein [Zea mays]	Homolog PID: 2282586 methyltransferase [Prunus armeniaca]	Homolog PID: 453244 flavonoid 7-O-methyltransferas	614063A04.x1
614064B01.y1				614064B01.y1
614064B06.x1	Homolog PID: 2190547 EST [Arabidopsis thaliana]	Homolog PID: 7019659 beta-N-acetylhexosaminidase-like... [Arabidopsis thaliana]	Homolog PID: 167841 beta-N-acetylhexosaminidase prec... [Dictyos	614064B06.x1
614064A11.y1	Homolog PID: 576886 kaurene synthase A [Zea mays]	Homolog PID: 9651154 copalyl diphosphate [Scoparia dulcis]	Homolog PID: 4151193 copalyl diphosphate synthase 1 ...	614064A11.y1
614065B05.y1	Homolog PID: 6513923 putative mitochondrial processin... [Arabidopsis thaliana]	Homolog PID: 587564 mitochondrial processing peptidase [Solanum tuberosum]		614065B05.y1
614065C11.x1	Homolog PID: 11094192 26S proteasome regulatory partic... [Oryza sativa]	Homolog PID: 6652884 26S proteasome AAA-ATPase subuni... [Arabidopsis thaliana]	Homolog PID: 975	614065C11.x1
614078E02.x1				614078E02.x1
614078D09.x1				614078D09.x1
614079E02.x1				614079E02.x1
614079G12.x1				614079G12.x1
614080E10.x1	Homolog PID: 4512649 hypothetical protein [Arabidopsis thaliana]	Homolog PID: 3764009 putative zinc finger protein [Plasmodium falciparum]		614080E10.x1
614082H02.y1	Homolog PID: 11120790 hypothetical protein [Arabidopsis thaliana]	Homolog PID: 9665071 F2H15.16 [Arabidopsis thaliana]		614082H02.y1
614078G02.y1	Homolog PID: 9802775 Putative ubiquitin-conjugating e... [Arabidopsis thaliana]	Homolog PID: 5381319 ubiquitin-conjugating enzyme E2 [Catharanthus roseus]		614078G02.y1
614078A10.y1	Homolog PID: 8778379 F15O4.7 [Arabidopsis thaliana]	Homolog PID: 1149573 chloroplast ribosomal large subu... [Arabidopsis thaliana]	Homolog PID: 21315 L21 r-protein [Spinacia oleracea]	614078A10.y1
614079D03.x1				614079D03.x1
614080C01.y1	Homolog PID: 6970282 unknown protein 24499-21911	Homolog PID: 9454530 Contains similarity to a PR00989... [Arabidopsis thaliana]	Homolog PID: 6598578 F5J5.4 [Arabidopsis thaliana]	614080C01.y1
614080A11.x1				614080A11.x1
614082F03.x1				614082F03.x1
614078E03.y1				614078E03.y1
614078C10.y1	Homolog PID: 8843726 dolichyl-di-phosphooligosacchari... [Arabidopsis thaliana]	Homolog PID: 2662375 oligosaccharyltransferase [Homo sapiens]	Homolog PID: 164038	614078C10.y1
614079C04.x1				614079C04.x1
614080B02.y1	Homolog PID: 11908082 ribosomal protein S29-like protein [Arabidopsis thaliana]	Homolog PID: 11762210 T15B3.120 [Arabidopsis thaliana]	Homolog PID: 11692886 T15	614080B02.y1
614081B02.y2	Homolog PID: 8809667 contains similarity to RNA-bindin [Arabidopsis thaliana]	Homolog PID: 2462671 putative RNA-binding protein [Schizosaccharomyces pomb]		614081B02.y2
614082C04.y1				614082C04.y1
614078H03.y1				614078H03.y1
614078B11.y1	Homolog PID: 9294281 gene_id:MZN14.14~unknown protein [Arabidopsis thaliana]			614078B11.y1
614079H04.x1	Homolog PID: 4006854 putative protein [Arabidopsis thaliana]	Homolog PID: 7270711 putative protein [Arabidopsis thaliana]	Homolog PID: 6056427 Unknown protein [Arabidopsis thalian	614079H04.x1
614080D06.x1	Homolog PID: 9802530 F17L21.13 [Arabidopsis thaliana]			614080D06.x1
614081E04.x1				614081E04.x1
614082E06.y1	Homolog PID: 6539243 putative RING zinc finger protei...	Homolog PID: 10177122 contains similarity to unknow [Arabidopsis thaliana]	Homolog PID: 6598805 unknown protein [Arabidopsis t	614082E06.y1
614097H05.y1				614097H05.y1
614097E10.y1	Homolog PID: 10092294 serine carboxypeptidase, putativ...	Homolog PID: 3169174 putative serine carboxypeptidase I [Arabidopsis thaliana]	Homolog PID: 6119535 putative glucose acyltra	614097E10.y1
614098C10.y1				614098C10.y1
614100C12.x1				614100C12.x1
614101B07.x1				614101B07.x1
614102G02.x1				614102G02.x1
614097D06.y1	Homolog PID: 540533 G protein alpha subunit [Oryza sativa]	Homolog PID: 862310 G protein alpha-subunit [Oryza sativa]	Homolog PID: 600771 G protein alpha subunit [Oryza sativa]	614097D06.y1
614097H11.x1				614097H11.x1
614098B12.y1	Homolog PID: 7799777 like glycosyl transferase 1 [Arabidopsis thaliana]	Homolog PID: 6850880 putative protein [Arabidopsis thaliana]	Homolog PID: 7271113 68 kDa protein	614098B12.y1
614100G12.x1	Homolog PID: 3108209 eukaryotic cap-binding protein [Arabidopsis thaliana]	Homolog PID: 9758893 eukaryotic cap-binding protein [Arabidopsis thaliana]		614100G12.x1
614101C08.y1				614101C08.y1
614102E05.x1	Homolog PID: 3763934 hypothetical protein [Arabidopsis thaliana]			614102E05.x1
614097C07.x1	Homolog PID: 9294016 emb|CAA64867.1~gene_id:MMM17.12~...			614097C07.x1
614097E12.y1	Homolog PID: 2226329 physical impedance induced protein [Zea mays]	Homolog PID: 22252 unknown [Zea mays]	Homolog PID: 10140652 putative lipid transfer protein [Oryza sativa]	614097E12.y1
614100D04.x1	Homolog PID: 1800147 membrane associated protein [Arabidopsis thaliana]	Homolog PID: 7268942 putative membrane associated pro... [Arabidopsis thaliana]	Homolog PID: 30803	614100D04.x1
614101E01.y1	Homolog PID: 1388088 thioredoxin m [Pisum sativum]	Homolog PID: 431957 thioredoxin m [Pisum sativum]	Homolog PID: 4138290 thioredoxin M [Oryza sativa]	614101E01.y1
614101G08.x1	Homolog PID: 438247 glycine hydroxymethyltransferase [Solanum tuberosum]	Homolog PID: 437997 glycine hydroxymethyltransferase [Flaveria pringlei]	Homolog PID: 7270776 	614101G08.x1
614102E08.x1	Homolog PID: 9965741 putative UDP-galactose transport... [Arabidopsis thaliana]	Homolog PID: 7262678 Contains similarity to UDP-galac... [Arabidopsis thaliana]		614102E08.x1
614097G07.y1				614097G07.y1
614098C01.y1	Homolog PID: 10440626 unknown protein [Oryza sativa]			614098C01.y1
614100H04.x1	Homolog PID: 3309086 calcineurin B-like protein 3 [Arabidopsis thaliana]	Homolog PID: 7269509 calcineurin B-like protein 3 [Arabidopsis thaliana]	Homolog PID: 4938495 	614100H04.x1
614101D02.y1	Homolog PID: 9665122 Hypothetical protein [Arabidopsis thaliana]	Homolog PID: 10175456 unknown conserved protein [Bacillus halodurans]	Homolog PID: 2634609 similar to hypothet	614101D02.y1
614101D09.y1				614101D09.y1
614102E10.x1				614102E10.x1
606007A02.x1	Homolog PID: 9757825 60S ribosomal protein L10A [Arabidopsis thaliana]	Homolog PID: 3860277 60S ribosomal protein L10A [Arabidopsis thaliana]	Homolog PID: 531169 Csa-19 	606007A02.x1
606007F07.x1	Homolog PID: 22160 put. ATP/ADP translocator [Zea mays]	Homolog PID: 22166 adenine nucleotide translocator [Zea mays]	Homolog PID: 22164 adenine nucleotide  translocator [Zea mays]	606007F07.x1
606008G03.x1	Homolog PID: 11762124 K18I23.28 [Arabidopsis thaliana]	Homolog PID: 10178124 eukaryotic translation initiatio... [Arabidopsis thaliana]	Homolog PID: 4588003 hypothetical EIF-2-Alpha [Ar	606008G03.x1
606008C10.x1	Homolog PID: 20448 H2A histone protein [Petroselinum crispum]	Homolog PID: 473603 histone H2A [Zea mays]	Homolog PID: 6009909 histone H2A-like protein [Solanum melongena]	606008C10.x1
606009H05.x1				606009H05.x1
606009B12.x1	Homolog PID: 169589 spliceosomal protein [Solanum tuberosum]	Homolog PID: 2347192 putative small nuclear ribonucle... [Arabidopsis thaliana]	Homolog PID: 1050840 U1snRNP-specific 	606009B12.x1
606007H02.x1				606007H02.x1
606007A08.x1				606007A08.x1
606008B05.x1	Homolog PID: 2244857 ribosomal protein [Arabidopsis thaliana]	Homolog PID: 7268246 ribosomal protein [Arabidopsis thaliana]	Homolog PID: 8131701 ribosomal protein L27 [Panax gins	606008B05.x1
606008H10.x1	Homolog PID: 4454462 lipoic acid synthase [Arabidopsis thaliana]	Homolog PID: 3928758 Lipoic acid synthase [Arabidopsis thaliana]	Homolog PID: 2897595 lipoic acid synthetase [	606008H10.x1
606009D07.x1	Homolog PID: 5734782 93341 [Arabidopsis thaliana]			606009D07.x1
606011C01.x1	Homolog PID: 6633812 F1N19.9 [Arabidopsis thaliana]	Homolog PID: 9757949 contains similarity to 26S prote... [Arabidopsis thaliana]	Homolog PID: 7294091 Rpn12 gene product [Drosophila mela	606011C01.x1
606007B03.x1	Homolog PID: 10177247 contains similarity t [Arabidopsis thaliana]	Homolog PID: 6523813 E-1 enzyme [Homo sapiens]	Homolog PID: 10434177 unnamed protein product [Homo sapiens	606007B03.x1
606007C09.x1	Homolog PID: 10140803 putative myosin [Oryza sativa]	Homolog PID: 9759160 contains similarity to myosin he... [Arabidopsis thaliana]	Homolog PID: 10177394 hyaluronan mediated motility rec	606007C09.x1
606008F05.x1	Homolog PID: 6056191 putative RNA binding protein [Arabidopsis thaliana]	Homolog PID: 3980412 putative pumilio/Mpt5 family RNA... [Arabidopsis thaliana]	Homolog PID: 398	606008F05.x1
606008E11.x1				606008E11.x1
606009D08.x1	Homolog PID: 9758198 receptor-like protein kinase [Arabidopsis thaliana]	Homolog PID: 7269119 leucine rich repeat receptor kin... [Arabidopsis thaliana]	Homolog PID: 282	606009D08.x1
606011D04.x1	Homolog PID: 10177034 SCARECROW transcriptional regula... [Arabidopsis thaliana]	Homolog PID: 4580523 scarecrow-like 8 [Arabidopsis thaliana]		606011D04.x1
606007A04.x1				606007A04.x1
606007C11.x1	Homolog PID: 7339702 EST AU065085(F11092) corresponds... [Oryza sativa]			606007C11.x1
606008A06.x1	Homolog PID: 20448 H2A histone protein [Petroselinum crispum]	Homolog PID: 473603 histone H2A [Zea mays]	Homolog PID: 6009909 histone H2A-like protein [Solanum melongena]	606008A06.x1
606008C12.x1				606008C12.x1
606009B09.x1				606009B09.x1
606011D05.x1				606011D05.x1
606023F04.x1	Homolog PID: 9229508 contains similarity to receptor-... [Arabidopsis thaliana]	Homolog PID: 9802793 Putative protein kinase [Arabidopsis thaliana]	Homolog PID: 5	606023F04.x1
606023H11.x1				606023H11.x1
606024E11.x2				606024E11.x2
606025E08.x1	Homolog PID: 1064931 cyclin A-like protein [Nicotiana tabacum]	Homolog PID: 2190259 A-type cyclin [Catharanthus roseus]	Homolog PID: 829260 mitotic cyclin [Daucus carota]	606025E08.x1
606026E04.x2	Homolog PID: 7362738 putative protein [Arabidopsis thaliana]			606026E04.x2
606027C01.x1				606027C01.x1
606023C07.x1				606023C07.x1
606024E04.x2	Homolog PID: 7716458 prohibitin [Zea mays]	Homolog PID: 7716460 prohibitin [Zea mays]	Homolog PID: 1946329 prohibitin [Nicotiana tabacum]	606024E04.x2
606024D12.x2	Homolog PID: 2275213 unknown protein [Arabidopsis thaliana]	Homolog PID: 10092557 unknown protein 20833-16246	Homolog PID: 7549647 hypothetical protein [Arabidopsis thaliana]	606024D12.x2
